Vendor ID,Vendor Name,Inactive,Contact,Address-Line One,Address-Line Two,City,State,Zip,Country,Vend Type,1099 Type,Telephone 1,Telephone 2,Fax Number,Vendor E-mail,Vendor Web Site,Expense Account,Tax ID Number,Account Number,Ship Via,Use Standard Terms,C.O.D. Terms,Prepaid Terms,Terms Type,Due Days,Discount Days,Discount Percent,Credit Limit,Due Month End Terms,Name Long,Address Long,Special Note,Tax ID,Branch,Vendor Since Date,ID Replacement,Use Payment Settings,Vendor Payment Method,Vendor Cash Account
LSUNRIS01,"SUN RISE TECHNOLOGIES CO.,LTD,",FALSE,"K.RATREE,",969 M.5 PHAEKSA T.PRAKSA,A.MUANG,SAMUTPRAKARN,,10270,THAILAND,,0,02-3243190,,,SUN-RISE@KSC.TH.COM,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/24/12,0,TRUE,,
LSUNTIF01,Sunti Furniture,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUNYAE01,"Sunya Engineering Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPASS01,Supassakorn Inter Supply Limited Part,FALSE,K.Khwanjit,271/815 M.3 T.Borwin,A.Sriracha,Chonburi,,20230,Thailand,L,0,082-4680413,084-9136480,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/4/11,0,TRUE,,
LSUPERC01,Supercard,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPERT01,Supertech Engineering,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPERV01,"Super Vac Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPHAN01,Suphanburidecor And Supply,FALSE,,,,,,,,L,0,035-546108,35-547173,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPREE01,Ms.Supreeya Fongpa,FALSE,,474 Moo.4 T.Suwankuha,A.Suwankuha,Nongbualampoo,,,Thaiand,L,0,089-7683372,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/30/10,0,TRUE,,
LSUPREM01,Supreme Plastic Industry,FALSE,,,,,,,,L,0,02-758-1447,,02-756-1448,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUPRUN01,Suprungrueng Engineering,FALSE,,"75/1 M.2 T.Banmai,",A.Muangpathumthani,Pathumtani,,12000,THAILAND,L,0,035-301366,,035-301364,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/29/08,0,TRUE,,
LSURETA01,Sure Tailor,FALSE,,,,,,,,L,0,038-313693,01-8621567,038-313693,,,3129-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSURTEC01,"Surtec Kariya (Thailand) Co., Ltd.",FALSE,,65 MOO 9 ROJANA INDUSTRIAL,"PARK, T.THANU  A.U-THAI",,,,,L,0,035-226896-8,,035-226900,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUTHO01,"Suthong Import Export Ltd., Part",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUVANP01,Suvanparsit,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSUWANT01,"Suwantechnology Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSYDENG01,"S.Y.D. Engineering ltd., part",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSYMATE01,"Symate Solution (Thai) Co.,Ltd.",FALSE,,"11/34 Moo.2 Soi Watnamdaeng,","Srinakarintr Road,Bangplee",Samuthprakarn,,10540,Thailand,,0,02-7535546-7,,02-7535946,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,9/29/10,0,TRUE,,
LSYNCAP01,"Syncaps Interplus Co.,Ltd.",FALSE,,"8/79 Sukhumvit 65 Rd.,",North-Phrakanona.Wattana,Bangkok,,10110,Thailand,,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/19/07,0,TRUE,,
LSYNCOM01,"Syncomech(Thailand)Co.,Ltd.",FALSE,K.Yaowalak,"70/10 Moo.4 Teparak Road,","T.Bangpleeyal A.Bangplee,",Samtprakarn,,10540,,L,0,02-7553604-5,,02-7553606,sales@syncomech.com,www.syncomech.com,3121-0000-0,,098-2586881,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/3/14,0,TRUE,,
LSYNTHE01,"Synthetic Sling Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LSYSPEC01,"S.y.s. pecision co., ltd",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAIHEI01,"Taiheiyo International (Thailand) Co.,",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAIYAN01,"Taiyang Industrial Co., Ltd.",FALSE,Kittichai Phunketkar,"66 Moo 4 , T.Huaysai,","A.Nongkhae , Saraburi",18230,,,,L,0,036-337028-31,,036-337032,taiyangg@hotmail.com,www.taiyanggroup.com,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAIYOS01,"Taiyo Seisakusho (Thailand) Co., Ltd.",FALSE,,"715 Moo 2 Udomsorayuth Rd.,",T.Klongjig A.Bangpa-in,Ayutthaya,,13160,Thaiand,L,0,035-268070,,035-268071,,,1321-1100-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAKAHA01,"Takahata Precision (Thaialnd) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAKAHA02,"Takahashi Spring (Thailand) Co.,Ltd.",FALSE,,"582 Moo 2, Bangpain Industrial","Estate, Klongjig, Bangpa-In,",Ayutthaya,,13160,Thailand,L,0,035-258228,035-258230,035-258229,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAKEIP01,Takei Plastic (Thailand),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTANABE01,"Tanabe (Thaialnd) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTARGET01,"Target Provider Co.,Ltd.",FALSE,K.Noppakaow,"91/947 Moo 3, Boengyeetho,","Thanyaburi,",Prathumthani,,12130,Thailand,L,0,02-9579331,,02-9579332,sales@target.co.th,noppakaow@target.co.th,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/6/16,0,TRUE,,
LTARGET02,"Target Maxx Co.,Ltd.",FALSE,K.Naphalana,"41/22/23 Trok Wet (Silom19),","Silom Rd.,Silom,Bangrak,",Bangkok,,10500,,L,0,02-2348008,,02-2347693,naphalanan.w@targetmaxx.com,,3121-0000-0,,K.Tawan,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/21/18,0,TRUE,,
LTASPUN01,Taspunsaen Limited Partnership,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTASSAP01,Tassaphol Engineering,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTASTHA01,"Tas Thai Co.,Ltd.",FALSE,,402/175-176 M.2 Soi Chaengwatt,"ana 10,Chaengwattana Rd.,Laksi",Bangkok,,10210,Thailand,L,0,02-9822669,,02-9822669,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/12/08,0,TRUE,,
LTASUNO01,"Tasuno Co.,Ltd.",FALSE,Ms.Thanyalak,"15/86 Hathairat Road,","Bangchan, Khlongsamwa,",Bangkok,,10510,Thailand,L,0,02-1715333-4,,02-9189181,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTAVEEW01,Mr.Taveewat Janthanapat,FALSE,,"23 Moo.6 , T.knongmamong,",Amphur Knongmanong,chainat,,,Thailand,,0,081-7531448,,02-3870781,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/10/06,0,TRUE,,
LTAWANA01,"Tawana Hotel Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTBICCO01,"Tbic Com., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTCKINT01,"T.c.k.Interplas Co., Ltd.",FALSE,,"9/9 M.4  Soi Wantnoinok,","Nonthaburi Rd, A.Muang",Nonthaburi,,11000,Thailand,L,0,02-9681075-5,,02-9681077,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTDKENG01,"T.D.K. Engineering (1997) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTDSELE01,Tds Electric (Thailand),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHC&01,"Tech  &  Time  System  Co.,Ltd",FALSE,K.Sawadee,75/46  M.17 Phaholyothin,klongluang  Prathumthani,12120,,,,,0,02-529-6344,,02-529-6345,sales@tech-time.co.th,,3121-0000-0,,086-3423005,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,12/15/11,0,TRUE,,
LTECHCO01,"Techco (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHMAN02,"Techman (Thailand) Co.,Ltd",FALSE,K.Suwith,88/99 Soi Ramkhamheang 118,"Ramkhamhean road, Sapansung,",Sapansung,,,bangkok 10240,L,0,02-7295888,,02-7298467-8,techman@loxinfo.co.th,,3121-0000-0,,K.Thannaphat,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/24/12,0,TRUE,,
LTECHNI01,"Technic Lab Trading Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHNI02,"Technical Liftall Co., Ltd.",FALSE,,,,,,,,L,0,02-968-1896-8,,02-968-1899,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHNI03,Technic Air And Sound,FALSE,,,,,,,,L,0,02-968-1896-8,,02-968-1899,,,3121-0000-0,,,0,FALSE,TRUE,FALSE,FALSE,0,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHNO01,"Techno Machinery Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTECHNO02,"Technology Store Co.,Ltd.",FALSE,,194 M.5 Bangkadi,,Pathumthani,,12000,Thailand,,0,02-963-6308-15,,02-963-6316,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,1/26/07,0,TRUE,,
LTECHW001,"Techwork.Co,Ltd",FALSE,K.Nam,8/6 Moo.2 THAIWANON Rd.T.Bankl,A.Muang PATHUMTANI,1200,,,THAILAND,L,0,02-9756560,,02-9756505,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/6/10,0,TRUE,,
LTECHWO01,"Techwork Co.,Ltd.",FALSE,,8/6 Moo.2 Tiwanon Rd.,T.Banklang A.muang,Pathumthani,,12000,Thaiand,,0,02-9756560,,02-9756505,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/14/08,0,TRUE,,
LTEIKUR01,"Teikuro (Thaialnd) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTELECA01,"Telecard Corporation Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTELEOR01,"Tele Order Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTEMPST01,"Tempstaff Recruitment Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTERDSA01,Terdsak 1991 Limited Partnership,FALSE,,,,,,,,L,0,,,,,,1321-1100-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTETSUK01,"Tetsu Kou Machinery Co., Ltd.",FALSE,Mr.Vichai,"48/73 M. 5 Phudtharaksa Rd.,",T.Phragsa A.Muang Samutprakarn,,,,10280,,0,02-7037995,,02-7037996,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,12/8/10,0,TRUE,,
LTEVARA01,Tevaraj Tanrin Hotel,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIAD01,Thai Advance Electric Sales & Service,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIAE01,Thai AE Automation Co.Ltd.,FALSE,,333 M.9 AP Nakarin Rd.,9th Room 9/5 Kwang Bangna,Bangkok,,10260,,,0,02-7487735-6,,02-7487536,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/24/07,0,TRUE,,
LTHAIAG01,"Thai Agency Engineering Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIAR01,"Thai Arrow Products Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIBA01,"Thai Bamroong Chemicals Co.,Ltd.",FALSE,,"757/28 Wat Channai Lane,","Sathupradit Rd, Yannawa",Bangkok,,10120,Thailand,L,0,02-6837751-4,,02-2945689,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIBO01,Thaiboston Supply Chemical And Service,FALSE,,,,,,,,L,0,02-9231328,,02-5712665,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAICR01,"Thai Cripton C0.,Ltd.",FALSE,,174/4 M.4 Chaokhuntahan Rd.,Klongsamprawet Latkrabank,Bangkok,,10520,Thailand,,0,02-737-6480-88,,02-737-6489-90,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/16/07,0,TRUE,,
LTHAIFA01,"Thai Fah Pisan Plastic Co., Ltd.",FALSE,,,,,,,,L,0,02-8114980-81,02-4310263,02-4310264,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIFA02,Thai Farmers Asset Management,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIFA03,"Thai Fah Plastic Co.,Ltd",FALSE,K.PIN,,,,,,,L,0,02-8114974-5,,02-8114994,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/4/11,0,TRUE,,
LTHAIFU01,"Thai Fuji Seiki Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIFU02,"Thai Fuji Xerox Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIFU03,"Thai Fukuda Co., Ltd.",FALSE,,,,,,,,L,0,02-2642020-2,02-2642023,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIHE01,Thaiheiyo International,TRUE,,,,,,,,L,0,02-2668342-4,02-2668662,02-2668742,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIHI01,"Thai Hibex Co., Ltd",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIHO03,"Thai Horikawa Co.,Ltd.",FALSE,K.Yosawan,"67 Moo 9, Rojana Industrial","Park, T.Thanu, A.U-Thai,",Ayutthaya,,"13210,",Thailand,L,0,035-227233-4,,035-227235,yosawan_@thaihorikawa.th.com,planning@thaihorikawa.th.com,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/20/15,0,TRUE,,
LTHAIIN01,Thai-Inter Electric Industries,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIIN02,"Thai Intermold Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIIN03,"Thai Industrial Estate Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIIN04,"Thai Industech Co.,Ltd.",FALSE,,"388 Mooban townintown,Ladprow","94,Wangthonglang,Wangthonlang",Bangkok,,10310,Thailand,L,0,02-5590866-8,,02-5590869,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,5/9/08,0,TRUE,,
LTHAIIN05,"Thai Industech Co.,Ltd.",FALSE,,390 Soi Ladphrao 94(Panjamitr),Khet Wangthonglang,Bangkok,,10310,Thailand,L,0,02-5590866-9,,02-5590869,"chadawan_p@tind.co.th,thanlada_j@tind.co.th",nattawut_c@tind.co.th,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/14/18,0,TRUE,,
LTHAIJA01,"Thai-Japan Gas Co., Ltd.",FALSE,,,,,,,,L,0,035-330040-3,,035-330039,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIKE01,"Thai Keizai Publishing Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIKE02,Thaiken Maintenace & Service,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIKI01,Thai Kitahara Ltd.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIKK01,"Thaikk Product Co., Ltd.",FALSE,K.Athimet,11/96 Soi Sitichai Sawang,Bangsue,BANGKOK,,10800,THAILAND,L,0,02-5878738,081-1707710,02-5878738,thaikk.p@gmail.com,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/29/11,0,TRUE,,
LTHAIKO01,"Thai Kotobuki Co., Ltd.",FALSE,WASANA,109/1 MOO 3 BANGNA-TARD K.M.55,T. KLONGTAMRU A.MUANG CHONBURE,,,,,L,0,038-213-152-8,,038213-160,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAILO01,"Thai Logistics Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIME01,Thai Mechatronic Engineering,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIME02,"Thai Meters Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIME03,"Thai Metrology System Co., Ltd.",FALSE,,,,,,,,L,0,02-9881115,02-9980266-7,02-5362833,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIME04,"Thai Metrology Calibration Co.,Ltd.",FALSE,K.Prasert J.,179/88-89 Nawongprachapattana,"Rd., Si Kan, Don Muang,",Bangkok,,10210,,L,0,02-53108148-52,,02-5318153054,tmc-cal@hotmail.com,sales_tms02@hotmail.com,3121-0000-0,,K.Benjawan P.(Sales),0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,5/12/15,0,TRUE,,
LTHAIMI01,Thai Millennium Fund,FALSE,,"43 Sukhumvit Soi 15,","Sukhumvit Rd., Klongtoey Nua,","Wattana District,",,,Bankcok,L,0,02-253-6451,,02-253-8959,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAINI01,"Thai Nisca Goko Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIPA01,Thai Palnet Enterprise Recritm,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIPA02,"Thai Patt  Supply Co.,Ltd.",FALSE,,200/9 Nares Rd. Bangrak,,Bangkok,,10500,,L,0,02-6315503,,02-6315066,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LTHAIPA03,"Thai package and service Ltd.,Part.",FALSE,K.Kaisorn,"57 Moo 1 ,Asia Rd., Tambol","Kunglan,Amphur Bangpa-In",Ayutthaya,,13160,,L,0,035-236127,,035-236058,thaipackage_tps@hotmail.com,,3121-0000-0,,"081-8200601, 081-9910943",0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,10/10/12,0,TRUE,,
LTHAIPO01,"Thai Polyacetal Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,60,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
